source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD042599_eEF1B_titration_assay_0uM_rep1_AspN_2ul	Homo sapiens	not available	not available	not available	128	PXD042599_eEF1B_titration_assay_0uM_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_0uM_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_WT_-ve_metassay	Homo sapiens	not available	not available	not available	129	PXD042599_eEF1A_WT_-ve_metassay_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_WT_-ve_metassay.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A1_eEF1AKMT2-201_metassay_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	130	PXD042599_eEF1A1_eEF1AKMT2-201_metassay_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A1_eEF1AKMT2-201_metassay_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_S314D_Efm4_rep3	Homo sapiens	not available	not available	not available	131	PXD042599_eEF1A_S314D_Efm4_rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_S314D_Efm4_rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_WT_02uM_rep2_AspN	Homo sapiens	not available	not available	not available	132	PXD042599_eEF1B_titration_assay_WT_02uM_rep2_AspN_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_WT_02uM_rep2_AspN.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_WT_20uM_rep1_AspN_231104095658	Homo sapiens	not available	not available	not available	133	PXD042599_eEF1B_titration_assay_WT_20uM_rep1_AspN_231104095658_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_WT_20uM_rep1_AspN_231104095658.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_S314D_Efm4_rep1	Homo sapiens	not available	not available	not available	134	PXD042599_eEF1A_S314D_Efm4_rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_S314D_Efm4_rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_F163A_10uM_rep2_AspN	Homo sapiens	not available	not available	not available	135	PXD042599_eEF1B_titration_assay_F163A_10uM_rep2_AspN_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_F163A_10uM_rep2_AspN.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_F163A_2uM_rep2_AspN	Homo sapiens	not available	not available	not available	136	PXD042599_eEF1B_titration_assay_F163A_2uM_rep2_AspN_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_F163A_2uM_rep2_AspN.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_F163A_10uM_rep1_AspN	Homo sapiens	not available	not available	not available	137	PXD042599_eEF1B_titration_assay_F163A_10uM_rep1_AspN_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_F163A_10uM_rep1_AspN.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_F163A_02uM_rep1_AspN_231104141807	Homo sapiens	not available	not available	not available	138	PXD042599_eEF1B_titration_assay_F163A_02uM_rep1_AspN_231104141807_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_F163A_02uM_rep1_AspN_231104141807.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_WT_Efm4_rep1	Homo sapiens	not available	not available	not available	139	PXD042599_eEF1A_WT_Efm4_rep1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_WT_Efm4_rep1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_F163A_05uM_rep2_AspN_231104193138	Homo sapiens	not available	not available	not available	140	PXD042599_eEF1B_titration_assay_F163A_05uM_rep2_AspN_231104193138_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_F163A_05uM_rep2_AspN_231104193138.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_BY4741_HisMag_Efm4-band	Saccharomyces cerevisiae	not available	not available	not available	141	PXD042599_BY4741_HisMag_Efm4-band_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	BY4741_HisMag_Efm4-band.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A2_-ve_metassay_AspN_2ul	Homo sapiens	not available	not available	not available	142	PXD042599_eEF1A2_-ve_metassay_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A2_-ve_metassay_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_F163A_20uM_rep3_AspN	Homo sapiens	not available	not available	not available	143	PXD042599_eEF1B_titration_assay_F163A_20uM_rep3_AspN_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_F163A_20uM_rep3_AspN.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_WT_10uM_rep3_AspN_231104072029	Homo sapiens	not available	not available	not available	144	PXD042599_eEF1B_titration_assay_WT_10uM_rep3_AspN_231104072029_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_WT_10uM_rep3_AspN_231104072029.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_WT_02uM_rep1_AspN	Homo sapiens	not available	not available	not available	145	PXD042599_eEF1B_titration_assay_WT_02uM_rep1_AspN_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_WT_02uM_rep1_AspN.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_S314A_-ve_metassay	Homo sapiens	not available	not available	not available	146	PXD042599_eEF1A_S314A_-ve_metassay_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_S314A_-ve_metassay.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1AKMT2-207_from-eEF1A1-assay_5ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	147	PXD042599_eEF1AKMT2-207_from-eEF1A1-assay_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1AKMT2-207_from-eEF1A1-assay_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_S314A_Efm4_rep3	Homo sapiens	not available	not available	not available	148	PXD042599_eEF1A_S314A_Efm4_rep3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_S314A_Efm4_rep3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1B_titration_assay_F163A_02uM_rep3_AspN_231104160247	Homo sapiens	not available	not available	not available	149	PXD042599_eEF1B_titration_assay_F163A_02uM_rep3_AspN_231104160247_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1B_titration_assay_F163A_02uM_rep3_AspN_231104160247.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_purf_TEF1-His_dTEF2_rep1_tryp_phosenriched_5ul	Homo sapiens	not available	not available	not available	150	PXD042599_eEF1A_purf_TEF1-His_dTEF2_rep1_tryp_phosenriched_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_purf_TEF1-His_dTEF2_rep1_tryp_phosenriched_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_eEF1B_2uM_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	151	PXD042599_eEF1A_fromEfm4KO_Efm4_eEF1B_2uM_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_eEF1B_2uM_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_G214A_rep1_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	152	PXD042599_eEF1A_fromEfm4KO_Efm4_G214A_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_G214A_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A2_eEF1A-KMT2_WT_metassay_rep1_AspN_2ul	Homo sapiens	not available	not available	not available	153	PXD042599_eEF1A2_eEF1A-KMT2_WT_metassay_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A2_eEF1A-KMT2_WT_metassay_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_30min_metassay_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	154	PXD042599_eEF1A_fromEfm4KO_Efm4_30min_metassay_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_30min_metassay_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_S314D_-ve_metassay_5ul	Homo sapiens	not available	not available	not available	155	PXD042599_eEF1A_S314D_-ve_metassay_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_S314D_-ve_metassay_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_F210A_rep1_AspN_5ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	156	PXD042599_eEF1A_fromEfm4KO_Efm4_F210A_rep1_AspN_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_F210A_rep1_AspN_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_WT_rep2_AspN_2ul	Saccharomyces cerevisiae (baker's yeast)	not available	not available	not available	157	PXD042599_eEF1A_fromEfm4KO_Efm4_WT_rep2_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	2	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_WT_rep2_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A1_eEF1A-KMT2_F218A_metassay_rep3_AspN_2ul	Homo sapiens	not available	not available	not available	158	PXD042599_eEF1A1_eEF1A-KMT2_F218A_metassay_rep3_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A1_eEF1A-KMT2_F218A_metassay_rep3_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_N184A_rep1_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	159	PXD042599_eEF1A_fromEfm4KO_Efm4_N184A_rep1_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_N184A_rep1_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_eEF1A_fromEfm4KO_Efm4_Q211A_rep3_AspN_2ul	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	NT=Homo sapiens;AC=NCBITaxon:9606	not available	not available	160	PXD042599_eEF1A_fromEfm4KO_Efm4_Q211A_rep3_AspN_2ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	eEF1A_fromEfm4KO_Efm4_Q211A_rep3_AspN_2ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042599_TEF1_S314A_rep3_eEF1Aband_tryp_5ul	Saccharomyces cerevisiae	not available	not available	not available	161	PXD042599_TEF1_S314A_rep3_eEF1Aband_tryp_5ul_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	3	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=DSSO;AC=XLMOD:02126;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	not available	1 mM	not available	1 hr	30 °C	TEF1_S314A_rep3_eEF1Aband_tryp_5ul.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
